review_text,review_score,filtered_review_text
"Why has nobody ever told me about these games?! I just bought the M&amp;M bundle a couple days ago and started with this game. I'd only every played Dark Messiah, and that was not at all what I expected (see my review). I thought Heroes was going to be similar to Warlords: Battlecry or Warcraft. I couldn't have been more wrong.  The only thing this game has in common with Warcraft is the fantasy setting Warcraft is an RTS; M&amp;M is a turn-based wargame with RPG elements. You start the game with one hero, who has a small army attached to her (like twenty troops or something). You run your hero around the map, picking stuff up and claiming buildings for your team. When you get into a battle, you get whisked away to a battle board where you play out a strategic turn-based battle.  The controls are so intuitive that there are times I can't figure something out. Them I DO figure it out and I'm like 'oh. I didn't think it could be that simple.'  I can't wait to play M&amp;M 6, and I can't wait to play the two expansion packs for this game.  My advice: remove your head for a few hours and play this game. It's very easy to play, and there is a decent tutorial.",1,nobody ever told games bought mampm bundle couple days ago started game id every played dark messiah expected see review thought heroes going similar warlords battlecry warcraft couldnt wrong thing game common warcraft fantasy setting warcraft rts mampm turnbased wargame rpg elements start game one hero small army attached like twenty troops something run hero around map picking stuff claiming buildings team get battle get whisked away battle board play strategic turnbased battle controls intuitive times cant figure something figure im like oh didnt think could simple cant wait play mampm cant wait play two expansion packs game advice remove head hours play game easy play decent tutorial
"Similar to Minecraft, but with a lot more itmes. Really fun",1,similar minecraft lot itmes really fun
One of those franchises that everyone must play.,1,one franchises everyone must play
"It's more fun than I had on the ps3 years and years back... but it's not that good actually. I seem to have really bad lag for no reason. I'll run Driver San Fransisco on High res, high quality without ANY lag and this is just wow horrible for no reason. It looks like crap and it runs like crap. But... it's still fun. That's why I'm still recommending it, buy it on sale, couple of bucks, why not? But what I don't get is why the worst NFS's are on Steam? Where's Most Wanted, Underground 2, etc. I mean this one is alright but it doesn't look or feel anything like the better ones. It's still fun though.",1,fun ps years years back good actually seem really bad lag reason ill run driver san fransisco high res high quality without lag wow horrible reason looks like crap runs like crap still fun thats im still recommending buy sale couple bucks dont get worst nfss steam wheres wanted underground etc mean one alright doesnt look feel anything like better ones still fun though
Just great game ! should have a story mode but well,1,great game story mode well
A very fun indie game from the great developers at Introversion,1,fun indie game great developers introversion
Best if it's raining outside and no other shooter to play.,1,best raining outside shooter play
First time playing on the PC. have this game on my iphone,1,first time playing pc game iphone
awasome GAME :),1,awasome game
"Definitely a must buy for people that like sandbox games. Terraria offers a lot of fun when you play alone, and tons more when you play with friends. It takes a very long time to get bored with this game, and since 1.3 is coming soon, now would be the time to buy it, if you still don't have it for some reason.  Update: Even though most of the devs aren't working on it anymore, it's still getting free updates. Now that's dedication.",1,definitely must buy people like sandbox games terraria offers lot fun play alone tons play friends takes long time get bored game since coming soon would time buy still dont reason update even though devs arent working anymore still getting free updates thats dedication
My Game Doesn't Load Up Any More.,1,game doesnt load
THE BEST GAME GAME EVER THAT'S FULL O BLOOD,1,best game game ever thats full blood
i think terraira is a great its allot like minecraft(another game i sugest) but with a few diffrences like terrarian is 2D while minecraft is 3D,1,think terraira great allot like minecraftanother game sugest diffrences like terrarian minecraft
theres a lot of grand prize,1,theres lot grand prize
"I got to say it's a lot better than I expected.  However, play it with friends, alone it isn't quite that fun :/",1,got say lot better expected however play friends alone isnt quite fun
Really epic game! 2nd Best (After Black Ops 2) In my opinion. The custom zombies is fun and I got introduced to Elena Siegman's epic songs again! So in all its really good!,1,really epic game nd best black ops opinion custom zombies fun got introduced elena siegmans epic songs really good
"Addicting - Not sure if it is because of the different achievements - the fact that you get to shoot Dinos , the fact that you get to drive vehicles over dinosaurs.. or what ... but it is definately addicting.",1,addicting sure different achievements fact get shoot dinos fact get drive vehicles dinosaurs definately addicting
"a LOT like Diablo, but more light hearted. fun, addicting, great pace, especially with friends. doesn't feel like a grind.",1,lot like diablo light hearted fun addicting great pace especially friends doesnt feel like grind
counter strike is game where i can learn only one thing that if u have a good aim on the head of ur enemy than u can kill them whatever u have latency but not more than 150 :D,1,counter strike game learn one thing u good aim head ur enemy u kill whatever u latency
"It's like left 4 dead, if left 4 dead wasn't for little girly babies!  This game will put hair on your chest... and ♥♥♥... and elbows...   This game will make the hair on your chest grow chests so the hairs' chests can grow more hair!",1,like left dead left dead wasnt little girly babies game put hair chest elbows game make hair chest grow chests hairs chests grow hair
YOU CAN SHOOT DINO'S IN THE FACE!!!! WHY WOULDN'T YOU WANT TO SHOOT A T-REX IN THE FACE!!!!!!!!!!,1,shoot dinos face wouldnt want shoot trex face
"I really love this game. It's a simple version of the exploration and early development of the New World by European nations. A player interacts with natives and other Europeans and decides how they wish to interact, whether with hostility and agression or as peacably as possible. After a colony is set up, it will need to expand it's infrastructure so more land can be acquired nearby. The game is very much simplified, but it is one that I come back to after years of playing when I want to experience colonizing the New World.",1,really love game simple version exploration early development new world european nations player interacts natives europeans decides wish interact whether hostility agression peacably possible colony set need expand infrastructure land acquired nearby game much simplified one come back years playing want experience colonizing new world
"This is a fun little RPG. If you don't like to play the same game for 100 hours and want some humor in your game, this is for you. Evidently it took me about 15 hours to beat, and I'm very thourough.",1,fun little rpg dont like play game hours want humor game evidently took hours beat im thourough
One of my all time favorite games. I highly recommend this game.,1,one time favorite games highly recommend game
"Best Milsim out there!   The only thing is optimization, this game needs it bad! its been out 2 years and its still not good. 8/10 I shouldnt be only getting 45-55 FPS on servers with a Gigabyte 980 Ti G1. I should be getting 70-90FPS if they fix that i would give it a 10/10. If they change the optimization they game would be amazing!",1,best milsim thing optimization game needs bad years still good shouldnt getting fps servers gigabyte ti g getting fps fix would give change optimization game would amazing
"ok so terraria is a really cool game in the 1.2.4 update terraria got even more fun for me and well i think it's really cool when you fight bosses and make your way into hardmode in this game you can build temples, castles, air ships and pixel art creations and you can even make custom charcters from other games i made foxy from fnaf and i used a fox costume iron greaves and red dye on all of that to make foxy and i would rate this game 9/10",1,ok terraria really cool game update terraria got even fun well think really cool fight bosses make way hardmode game build temples castles air ships pixel art creations even make custom charcters games made foxy fnaf used fox costume iron greaves red dye make foxy would rate game
"Used to be a great game but it lacks of update, people started to quit slowly, then the game died.",1,used great game lacks update people started quit slowly game died
"Nice DLC, only took me two hours to complete. Again, nice to see what would've happened from the officers side. Seeing Freeman being dragged off quite shocked me, I'll just assume that the Opposing force and Blue Shift are cannon, but still, great expansions enjoyed them both.",1,nice dlc took two hours complete nice see wouldve happened officers side seeing freeman dragged quite shocked ill assume opposing force blue shift cannon still great expansions enjoyed
"Again, another game from our childhood. If you liked it then, you'll like it now but I don't think too many adults will enjoy it.",1,another game childhood liked youll like dont think many adults enjoy
"I love Terraria i've spent hours I mean Hours on this game, check my game history!! With the new updates I still havent completed it yet. I keep going back and I introduce all my new friends to it! Bought a ton to give away to some friends that didnt have it. Like how can you not have this game?!",1,love terraria ive spent hours mean hours game check game history new updates still havent completed yet keep going back introduce new friends bought ton give away friends didnt like game
Why is there not a pro scene for this game?!,1,pro scene game
Better thn Diablo 3,1,better thn diablo
good game for poor ♥♥♥♥♥♥ ♥♥♥♥♥♥ shit dickball anal ♥♥♥♥♥♥,1,good game poor shit dickball anal
Great simple game. love it to bits. its a game where u can work hard. or become the best in a matter of seconds! (when lvl1 tping to the middle where all the lvl 20's kill the bosses and u gain many exp due to the 100-150 xp per kill. And stealing loot.),1,great simple game love bits game u work hard become best matter seconds lvl tping middle lvl kill bosses u gain many exp due xp per kill stealing loot
I love it but only complaint is i cant play it after update please help,1,love complaint cant play update please help
"This game is Literally the Definition of 'Awesome' honestly i own quite a few Side Scroller, Sanbox games on PC and Console but Terraria stands out and i NEVER get Tired of...it is too hard to list all the reasons but this is not just a game you will play for maybe what 2 hours, i am Stuck to this game and i never get burnt out on it. I Recommend this game to EVERYONE because of just how Fun and Addicting it really is, this game will not let you down and for crying out loud, i have a Boomerang of FIRE...who does not want that plus the INSANELY hard bosses once you feel ready and the never ending loot and just that moment when you really want that 1 weapon and you open the chest...there it is and now your life is complete",1,game literally definition awesome honestly quite side scroller sanbox games pc console terraria stands never get tired ofit hard list reasons game play maybe hours stuck game never get burnt recommend game everyone fun addicting really game let crying loud boomerang firewho want plus insanely hard bosses feel ready never ending loot moment really want weapon open chestthere life complete
its good but i played it for tf2,1,good played tf
"For the first 30 minutes I often asked myself: 'Why am I even playing this ugly looking, confusing game with bad sound effects ?'. Luckily, the first chapter was soon over and the game started to look, sound and play better the more I played it.  Gravity switching can be confusing at first, and ugly brown cave is not a place where one would like to spend a lot of his/her time trying to figure it out. The later levels are much more varied, colorful and offer many different puzzles and platforming challenges. None of them are extremly hard and checkpoints are very close to each other, so I never found myself stuck for too long.  More varied levels later on also help you appreciate the unique art style of the game more. Combined with the DIY sound effects, that sound like the devs made them with their mouth or hands, makes the game feel like it was crafted on a desk in art class, and not programmed on a computer.  The game takes place in a forest and you encounter some forest wildlife along the way, but unfortunatelly the game has no story. I'm sure there is some folk tale or something that would fit in this world very nicely, and would bring the game to a higher level.  The other problem I had is that camera would sometimes zoom in too much, so I wouldn't know where exactly I was going. A free look mode for the camera, or a zoom feature would have been really helpfull.  CONCLUSION:  There are probably a ton of similar platformers out there today, but I had fun playing this one and it was a nice overall experience. I wouldn't recommend it for the full 10 € price, but if you can get it cheap, have a controller, a comfortable sofa and a bit of patience, give it a go.",1,first minutes often asked even playing ugly looking confusing game bad sound effects luckily first chapter soon game started look sound play better played gravity switching confusing first ugly brown cave place one would like spend lot hisher time trying figure later levels much varied colorful offer many different puzzles platforming challenges none extremly hard checkpoints close never found stuck long varied levels later also help appreciate unique art style game combined diy sound effects sound like devs made mouth hands makes game feel like crafted desk art class programmed computer game takes place forest encounter forest wildlife along way unfortunatelly game story im sure folk tale something would fit world nicely would bring game higher level problem camera would sometimes zoom much wouldnt know exactly going free look mode camera zoom feature would really helpfull conclusion probably ton similar platformers today fun playing one nice overall experience wouldnt recommend full price get cheap controller comfortable sofa bit patience give go
I only played it for a few hours. It was alright...   10/10 would let a few hours turn into months again.,1,played hours alright would let hours turn months
"This is an amazing game I highly recommend this game to everyone especialy to the fans of the total war seriers, graphics are beautiful on high settings and gameplay is perfect.",1,amazing game highly recommend game everyone especialy fans total war seriers graphics beautiful high settings gameplay perfect
This game might be old but it still has been coming back again and again for more fun!,1,game might old still coming back fun
This is a good game. Surprisingly good as a 3D platformer. Story is ok but the parkour sequence is great.,1,good game surprisingly good platformer story ok parkour sequence great
this game costs less than a candy bar. buy it and shoot a triceratops right in the face,1,game costs less candy bar buy shoot triceratops right face
"I don't like platformers. I don't like 2D games with bad graphics. I don't like having to mine too much. I don't like to do too much crafting.  This game has all of that, this game is only that, and yet I love it. 9/10  Think - Minecraft with character progression and boss fights.",1,dont like platformers dont like games bad graphics dont like mine much dont like much crafting game game yet love think minecraft character progression boss fights
Worthy successory to the XCOM games of the past.,1,worthy successory xcom games past
"I really liked Costume Quest. I liked that it met my till now unknown need for running around collecting things and RPG fights. It's not high on variety but it's nice in the sense that you hit an area and you know what to do and there are mini quests for variety.  I did think the final boss battle was a pretty steep curve, but that's me.",1,really liked costume quest liked met till unknown need running around collecting things rpg fights high variety nice sense hit area know mini quests variety think final boss battle pretty steep curve thats
DECA HAS MADE THIS GAME BETTER THEN WAT KABAM DID TO IT,1,deca made game better wat kabam
"You don't need my recommendation to play this game. You already know it's worth your time. This game is a work of art: From the concept (designed to allow them to show you beautifully painted skyboxes in a 2d Isometric action game) to the soundtrack (not just the beauty of the music, but the emotional impact of how they use it. And Logan Cunningham. LOGAN CUNNINGHAM), to the subtlety of the mechanics to the emotional impact of the choices they ask you to make. It is one of the games that epitomize, to me, the artistic wonder possible in the Indie gaming scene. It's a must have for any collection.",1,dont need recommendation play game already know worth time game work art concept designed allow show beautifully painted skyboxes isometric action game soundtrack beauty music emotional impact use logan cunningham logan cunningham subtlety mechanics emotional impact choices ask make one games epitomize artistic wonder possible indie gaming scene must collection
"Funny game, it's free and takes only a couple minutes to download. No reasons to not at least try it.",1,funny game free takes couple minutes download reasons least try
"Stole a bike, ♥♥♥♥ed the camera, made a street-crucifix out of blood, stomped on a car, and generally made a very poor case against the persecution of blacks.",1,stole bike ed camera made streetcrucifix blood stomped car generally made poor case persecution blacks
"A lot of people compare Terraria to Minecraft but in reality the most they have in common is a few of the same tools and materials and the fact that it's a 'crafting game'. On the PC, there is also a lack of direction and it is up to the player to research what you must do and how to do it.  Terraria's vast catalogue of enemies, terrains and items sets it apart. It's hard not to accidentally have an adventure just going out fishing, or getting ore. It's a game about adaptation and survival. It gets more 'fun' once you get more armor and weapons to explore more easily with and then Hardmode is another can of worms. One minute you excitedly tell your brother over skype that you found a rare ore and the next you are shrieking 'BEES BEES BEES ♥♥♥♥ING BEES ♥♥♥♥ING ME SIDEWAYS'.   Some people complain about chance occurances in your worlds (Corruption vs. Crimson, ore vs alt ore) being a waste but I call it replay value. Starting a new world and doing the exact same thing as the old one but being excited about things that are new to you is great. It also encourages world-jumping with a character, something not possible on many other games.   All and all, it's a really fun game, it gets addictive quickly. If it starts to feel stale at all, play with friends. Build castles and surf the Wiki, there is so much to do, so much to make.   And don't let the 8 bit look fool you. It gets pretty grotesque.",1,lot people compare terraria minecraft reality common tools materials fact crafting game pc also lack direction player research must terrarias vast catalogue enemies terrains items sets apart hard accidentally adventure going fishing getting ore game adaptation survival gets fun get armor weapons explore easily hardmode another worms one minute excitedly tell brother skype found rare ore next shrieking bees bees bees ing bees ing sideways people complain chance occurances worlds corruption vs crimson ore vs alt ore waste call replay value starting new world exact thing old one excited things new great also encourages worldjumping character something possible many games really fun game gets addictive quickly starts feel stale play friends build castles surf wiki much much make dont let bit look fool gets pretty grotesque
This game is really good. It has immersive gameplay and a challenging story. But the AI is pretty dumb and imbalanced in some missions. 9/10,1,game really good immersive gameplay challenging story ai pretty dumb imbalanced missions
"this game is so fun, remember when COD was an awesome series, before it was xbox one 1 billion dollars in marketing just a polished pure shooter.  thats what this is, people still play it, apparently the zombies thing is huge. And for the 9.99 I paid great deal",1,game fun remember cod awesome series xbox one billion dollars marketing polished pure shooter thats people still play apparently zombies thing huge paid great deal
"This is one of those games that should have got way more attention than it did, its beautiful to look at, plays really well and has a storyline that keeps you going quite nicely. Definitely one you should pick up!",1,one games got way attention beautiful look plays really well storyline keeps going quite nicely definitely one pick
"The best indie game ever made. FACT, yeah.",1,best indie game ever made fact yeah
"Cool,i need to make this game the new china im gonna set up 1 billion dollar walls around it XD jk",1,cooli need make game new china im gonna set billion dollar walls around xd jk
"Amazing software, and good value for money, 10++ i waisted money on many other UV software and tried all the free one their is,  They all have to many in's and out of exporting to paint programs and so on and it takes ages and give one a head ache.  3D coat on the other hand has it all. and i dont get an head ache doing UV's,  So i have more time creating.  Forget the rest and get the best for an all in one to get your job done, SIMPLES!",1,amazing software good value money waisted money many uv software tried free one many ins exporting paint programs takes ages give one head ache coat hand dont get head ache uvs time creating forget rest get best one get job done simples
I love this game but I would also love a copy of subnautica,1,love game would also love copy subnautica
"Well, you're either going to find the style humorous or just plain wrong to the point that you can't play. If you're in the first group, you'll find a zelda-like rogue game from half the folks that brought you Super Meat Boy. It's not nearly as punishingly difficult as the boy of meat's adventure, though still more difficult than typical of modern games. The gameplay definitely strikes a one-more-game chord. I highly recommend looking up joy to key, like the devs recommend, and plugging in a gamepad. Wish that option was native, but the game was coded for a version of Flash that doesn't support pads or even GPU acceleration. It has since been coded in a different language, but the support wasn't added. 4/5",1,well youre either going find style humorous plain wrong point cant play youre first group youll find zeldalike rogue game half folks brought super meat boy nearly punishingly difficult boy meats adventure though still difficult typical modern games gameplay definitely strikes onemoregame chord highly recommend looking joy key like devs recommend plugging gamepad wish option native game coded version flash doesnt support pads even gpu acceleration since coded different language support wasnt added
  tHIS IS A REALLY GOOD GAME MOSTLY IF YOU NAZI ZOMBIE MODS.,1,really good game mostly nazi zombie mods
Definitly one of those games that is not too addictive.,1,definitly one games addictive
More of the same stupid and simple stuff that was packed into its first outing the even sillier titled DeathSpank Thongs Of Virtue brings more of the same but with a new setthing ( a strangly b-movie esq WW2) and with a couple of new weapon types(guns an explosives) its still delivers on what it intends to. Simple good ol gaming fun that doesnt require to much brain power and for those of us with a good sense of humor.   If you liked the first then theres no reason not to get its sequal an go on another adventure with the (admittedly overly eager and not too aware) DeathSpank. Adventure HO!!!!!,1,stupid simple stuff packed first outing even sillier titled deathspank thongs virtue brings new setthing strangly bmovie esq ww couple new weapon typesguns explosives still delivers intends simple good ol gaming fun doesnt require much brain power us good sense humor liked first theres reason get sequal go another adventure admittedly overly eager aware deathspank adventure ho
"I am shazbot, and so should you.",1,shazbot
"The gameplay was enjoyable even though I'm not a huge fan of games with stealth elements. There were quite many mini-games as well, which were fairly enjoyable too. The story was good and I will probably get the sequel, if it ever comes out on PC (currently in development for the next generation of consoles). Only real downside was the length of the game since I beat the game in about 11 hours and I collected and did everything during that time. There were only 3-4 quite lengthy missions in the game, each with a boss in the end.  The game is kinda old though and doesn't work that well on modern computers. There were some graphical glitches at first but with a little bit of tweaking, I managed to make them disappear.  Overall the game was good and I recommend playing it to everyone who likes stealthy action-adventure games.",1,gameplay enjoyable even though im huge fan games stealth elements quite many minigames well fairly enjoyable story good probably get sequel ever comes pc currently development next generation consoles real downside length game since beat game hours collected everything time quite lengthy missions game boss end game kinda old though doesnt work well modern computers graphical glitches first little bit tweaking managed make disappear overall game good recommend playing everyone likes stealthy actionadventure games
"Metacritic's 36 is for a very early version of this, and is way too low, considering Dino Horde is as good as most of the popular FPS games on steam. It's like COD Zombies/Spec Ops + Halo Firefight + Turok.",1,metacritics early version way low considering dino horde good popular fps games steam like cod zombiesspec ops halo firefight turok
"Great puzzle game with fantastic music and graphics, but more importantly, a really interesting progression style. Think 'the alien monkeys teaching you how to wall-jump' but for every action in the game. Some very clever puzzles.",1,great puzzle game fantastic music graphics importantly really interesting progression style think alien monkeys teaching walljump every action game clever puzzles
"I had heard of this game a lot when it came up, I had seen the trailers for it a long time ago, the awesome anime-ish style trailers and seen very small amounts of gameplay. Let me tell you, I have only (At the time of me writing this review) played about 25 minutes. Already love this game. FIrst off, I was happy how my crappy PC ran this game so smoothly, Secondly, I LOVE How your character Faith Feels, her movements are so fluid, like water, so agile and graceful. I freaking LOVE IT. And it needs to be all these things in order to play the game. The game it'self is more of a puzle game slightly portal-esque, Minus portal, Why it reminds me of portal is because it uses the enviroment as the puzzles, I freaking love that. There are so many ways to move, like making yourself smaller in mid air so you can hop over barbed wire fences, Zipline, slide, climb, shimmy, sidestep, wall ride, roll to save yourself from taking damage. You literally FEEL LIKE A RUNNER. You feel like a legitimate bada$$. I highly recommend this game, even if you may have a slightly laggy computer, this game will run beautifully for you. SOOOO worth the money, even though I got this game on sale for 5 bucks, It's sooo worth more! But I have more money to spend on other games as well &gt;.&gt;",1,heard game lot came seen trailers long time ago awesome animeish style trailers seen small amounts gameplay let tell time writing review played minutes already love game first happy crappy pc ran game smoothly secondly love character faith feels movements fluid like water agile graceful freaking love needs things order play game game puzle game slightly portalesque minus portal reminds portal uses enviroment puzzles freaking love many ways move like making smaller mid air hop barbed wire fences zipline slide climb shimmy sidestep wall ride roll save taking damage literally feel like runner feel like legitimate bada highly recommend game even may slightly laggy computer game run beautifully soooo worth money even though got game sale bucks sooo worth money spend games well gtgt
One of the best single-players in the world. The cornerstone of the GTA franchise.,1,one best singleplayers world cornerstone gta franchise
very impressed a classic that i heard of but never really wanted to play but ..... i gave it a chance and it is amazing I cant stop laughing hysterically at all its jokes and im just in love with this freking amazing gameeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1,impressed classic heard never really wanted play gave chance amazing cant stop laughing hysterically jokes im love freking amazing gameeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
"'as it turns out, it's preeetyyy gooood....' - Kripparian.",1,turns preeetyyy gooood kripparian
i love this game#robin,1,love gamerobin
Where lambs become lions...,1,lambs become lions
Got it on sale for 0.99€. Very nice game and not boring at all. Recommended.,1,got sale nice game boring recommended
Definetly one of my favorite tower defense games! Addictive and challenging in many ways.. Please buy this game so I have more high scores to beat. Thank you.,1,definetly one favorite tower defense games addictive challenging many ways please buy game high scores beat thank
"The best badass killer, he's mute and that makes him a silent killer.",1,best badass killer hes mute makes silent killer
"This game is easily one of the best games I have ever played. The Lulu fund is quite possibly the best storylines ever. You are to force evil rich corportate bosses to donate all their cash into the Lulu fund, why, to then use Lulu to win the auction and prevent the extinction of the Gabbits!  As the Fuzzles say: Muweemiii Muweemiii!!!!!!",1,game easily one best games ever played lulu fund quite possibly best storylines ever force evil rich corportate bosses donate cash lulu fund use lulu win auction prevent extinction gabbits fuzzles say muweemiii muweemiii
good game looks nice and runs well :D  9/10,1,good game looks nice runs well
It'a GTA. Go.,1,ita gta go
By far the greatest game out there i loved every single moment of it,1,far greatest game loved every single moment
This game pulls like walking through swamps!,1,game pulls like walking swamps
"Wanna bang some blue chicks? Well you got your game!  But seriously, its a good RPG (I'm just not a fan of the soldiers outfits).",1,wanna bang blue chicks well got game seriously good rpg im fan soldiers outfits
Xcom ememy unknown is a perfect break from games like cod thanks to its turn based battle and story.Xcom battle likely the best part of the game is done perfectly the only problem i had with it is that is that you have to find the aliens before they do anything this can be a problem. I once spent 10 mins just looking for this last alien which was hidden in the building.Oherwise the game even on easy can be pretty challenging you can't just rush into battle even with some of the best gear.And outside of battle is you're base which you can look for missions research and creat wepons buildings armor and even ships.But i would not EVER think about playing this game on inpossible as soon as you get there is a reason that theres a achivment for beating just ONE mission on impossibe.The story is decent but you never really figure out why the aliens are invadeing earth which buged me quite a bit.The mutiplayer is great except for a few bugs and glitches but really the only reason to play is to play as the aliens.Xcom is a game that i would highly recommed to anyone who is a fan of games like this.,1,xcom ememy unknown perfect break games like cod thanks turn based battle storyxcom battle likely best part game done perfectly problem find aliens anything problem spent mins looking last alien hidden buildingoherwise game even easy pretty challenging cant rush battle even best gearand outside battle youre base look missions research creat wepons buildings armor even shipsbut would ever think playing game inpossible soon get reason theres achivment beating one mission impossibethe story decent never really figure aliens invadeing earth buged quite bitthe mutiplayer great except bugs glitches really reason play play aliensxcom game would highly recommed anyone fan games like
"This is a very good Legend of Zelda style 2d platformer adventure game, I reccomend it to everybody.",1,good legend zelda style platformer adventure game reccomend everybody
"I could use hours on this game, really nice!",1,could use hours game really nice
'Would you like to play a game?' -W.H.O.P.P.E.R.,1,would like play game whopper
You know what makes this game fantastic? Besides the classic call of duty gameplay; the mods and maps. They keep the game perfect,1,know makes game fantastic besides classic call duty gameplay mods maps keep game perfect
A Cartoonish Diablo,1,cartoonish diablo
"YES! this is the game i was looking for, it is old but extremly fun and awesome but there are some bad things like its mostly pay to play so dont expect much if you are just wanting to play without throwing in a few bucks but other than that its a nice game",1,yes game looking old extremly fun awesome bad things like mostly pay play dont expect much wanting play without throwing bucks nice game
Klei Entertainment: The indie that could,1,klei entertainment indie could
