review_text,review_score,filtered_review_text
"Wow, Noobie bundle dissapears before my seven days are up, not only that, they've taken away the god dasmn replace button so I can't make a new account,Deleate all my steam progress and get it. And to think I was going to spend good money on this dinky little game and take it seriously. Phh. You guys are money hundry ♥♥♥♥♥s and can go ♥♥♥♥ yourselves.",1,wow noobie bundle dissapears seven days theyve taken away god dasmn replace button cant make new accountdeleate steam progress get think going spend good money dinky little game take seriously phh guys money hundry go
This game is great~ the vinalla is awesome but with Darthmod it's 100X's better i would defently buy it :D,1,game great vinalla awesome darthmod xs better would defently buy
Cheap game and good game to play with friends or on public servers.,1,cheap game good game play friends public servers
This is the best MMO RPG Game!!!!! DECA HYPEEEEEEEEE,1,best mmo rpg game deca hypeeeeeeeee
"Fantastic game! In my opinion even though it is a little older, it's one of the best strategy games to date. You can easily get lost in it for hours upon hours as evident from my 230+ hours spent on it. In all that time I have not won a single campaign on the normal world domination setting. Now this either means I'm a complete moron, or this game is very challenging as any strategy game should be. I'm personally hoping for the later...  The downside to this game however, is the time it takes between turns. Even when you have the 'show computer turns' setting checked off, it takes a good 5 to 8 minutes, or at least it seems for it to go through all the A.I. turns. This is very annoying, and it does suddenly crash once in a while, so it's best to always remember to save.  Overall I would recommend this game to any true strategy game lover!",1,fantastic game opinion even though little older one best strategy games date easily get lost hours upon hours evident hours spent time single campaign normal world domination setting either means im complete moron game challenging strategy game im personally hoping later downside game however time takes turns even show computer turns setting checked takes good minutes least seems go ai turns annoying suddenly crash best always remember save overall would recommend game true strategy game lover
"Dig,Fight,Explore this game is epic its cheaper than minecraft and just as good ",1,digfightexplore game epic cheaper minecraft good
"Have to say I like the squad mechanics on it, been working on an All Female kick ♥♥♥ squad and got one going",1,say like squad mechanics working female kick squad got one going
This game is for you if you like to make it rain in space where the rain is money and the space is still space.,1,game like make rain space rain money space still space
my go to and for those who have patience.,1,go patience
An old classic for you old school gamers. It's the best GTA in my opinion and I'd recommend it to any fan of the series,1,old classic old school gamers best gta opinion id recommend fan series
"This is the best game i ever played, I have on all platforms, all of them are good. I recommend this game 10/10",1,best game ever played platforms good recommend game
whata hell i mesed up,1,whata hell mesed
"More of a casual RPG that has pretty decent story and not a bad leveling system. This game was originally supposed to be an MMO but was modified part way through the development process into a single player game (and it shows from level design and region/zone layout and parsing, to combat, to the inventory system, and so on). Overall an ok RPG that leaves you with a somewhat positive experience (not as bland or trope heavy as Dragon Age but no where near any of the Elder Scroll games).",1,casual rpg pretty decent story bad leveling system game originally supposed mmo modified part way development process single player game shows level design regionzone layout parsing combat inventory system overall ok rpg leaves somewhat positive experience bland trope heavy dragon age near elder scroll games
"Great game, steep learning curve but it's awesome when you get better!",1,great game steep learning curve awesome get better
"This game drives me absolutely insane, but in a good way. Besides Sims, this is the second game that I've logged over 100 hours in.",1,game drives absolutely insane good way besides sims second game ive logged hours
"I played this game because I liked Arkham asylum so much and it was a magnificent experience for me, I was sceptical at first if this sequel will surpass or even match Its predecessor's quality but I was wrong, this is way way better, another masterpiece by the same developers Rocksteady Studios, one of my favorite games almost perfect in every way, worth every penny.",1,played game liked arkham asylum much magnificent experience sceptical first sequel surpass even match predecessors quality wrong way way better another masterpiece developers rocksteady studios one favorite games almost perfect every way worth every penny
"I think Terraria is a great game, but i do want to give a serious review to inform anybody who wants to look at this game and plans on buying it.  Pros: -Tons of replayability -Easy to grasp gameplay -Unique bosses and weapons... Like a sword that shoots nyan cats -Rewarding exploration -Devs that engage with the community -Refrences Galore (If you like that kind of stuff)  Cons: -Can form an addiction quickly -Not explaining usefullness of fishing (Seriously .7% of players did 200 quests and only 3.4% did 25. The rewards are so worth it.) -Money being despawned easily in expert mode -Spending a ton of money to turn a good wearpon into s*** -The negative review section (Its all 'Minecraft Ripoff' and redirecting to positive')  Terraria is a good game and is something that if you're even remotely intrested in, it is worth trying. Just come with an open mind and don't expect 2D Minecraft, and a great community awaits you.  9/10 Would spend 10 minutes writing a serious review about a game that lets you be a werewolf on a unicorn shooting a gun shark fighting a robot worm while being surrounded by ufos, wearing wings, and beinmg followed by a puppy again. ",1,think terraria great game want give serious review inform anybody wants look game plans buying pros tons replayability easy grasp gameplay unique bosses weapons like sword shoots nyan cats rewarding exploration devs engage community refrences galore like kind stuff cons form addiction quickly explaining usefullness fishing seriously players quests rewards worth money despawned easily expert mode spending ton money turn good wearpon negative review section minecraft ripoff redirecting positive terraria good game something youre even remotely intrested worth trying come open mind dont expect minecraft great community awaits would spend minutes writing serious review game lets werewolf unicorn shooting gun shark fighting robot worm surrounded ufos wearing wings beinmg followed puppy
Based in Britain 10/10,1,based britain
"Such an expansive and fun game, I spent 52 hours binge playing this the first 3 days it was released. The game has grown to over 500% it's original amount of content due to the many updates, so I would say it's worth picking up.",1,expansive fun game spent hours binge playing first days released game grown original amount content due many updates would say worth picking
"Such a solid game, mods have kept it alive for more than 10 years.",1,solid game mods kept alive years
cool game for a cheap price but it get borring when you have killed 100 dinosoars and nothing else to do :/,1,cool game cheap price get borring killed dinosoars nothing else
"love the art style, the settings, the landscape, the memorable soul stirring music, and most of all i loved Elika.  hated the QTE combat. and the flying sequences.",1,love art style settings landscape memorable soul stirring music loved elika hated qte combat flying sequences
"Total War is one of the best game series out there. The mechanics of this game take a little bit of getting use to but once you have the basics it is a lot of fun. The graphics look great and the little details make this a very fun game. For any who likes long term stratergy games, a game that is going to take a while to beat, or anyone who is a history buff, than this game will keep you entertained for a while.",1,total war one best game series mechanics game take little bit getting use basics lot fun graphics look great little details make fun game likes long term stratergy games game going take beat anyone history buff game keep entertained
"Oh, leveling system, why do yu have to be confusing? On the other side there's FREE TF2 HATS! Good gamee though.",1,oh leveling system yu confusing side theres free tf hats good gamee though
"A cute little roleplayer in the style of Dragon Warrior.  The writing is still decent, although I enjoyed Cthulu more. Still, if you don't mind the purposefully 8bit art style it is a solid experience.  5/10",1,cute little roleplayer style dragon warrior writing still decent although enjoyed cthulu still dont mind purposefully bit art style solid experience
"It was a good game before, and since it got updated, it's an even better one. Couple that with an incredible soundtrack and almost infinite amounts of replayability and you have a game that never seems to end. Well... it technically never does. You can always keep going. Build to your heart's content. Fight to your heart's content. Challenge yourself to your heart's content. Play this game to your heart's content.   I must reiterate: this is a game you *experience*. That may sound like a bad case of hyperbole, but trust me.",1,good game since got updated even better one couple incredible soundtrack almost infinite amounts replayability game never seems end well technically never always keep going build hearts content fight hearts content challenge hearts content play game hearts content must reiterate game experience may sound like bad case hyperbole trust
"The game is awesome, I believe you will get lots of hours looking for upgrade ur stuff. this will make you have fun. xD",1,game awesome believe get lots hours looking upgrade ur stuff make fun xd
I like doing the ladies of the evening,1,like ladies evening
Excellent game bit annoying but you can't stop playing it very cheap doesn't always equels very bad........90/100,1,excellent game bit annoying cant stop playing cheap doesnt always equels bad
"I know my hours warrant a longer time spent reviewing this, but I just want to try and help people who may be teetering trying to decide whether or not to buy this game.  Buy: Love the period Love turn-based strategy Love real time strategy Love grand strategy Great battle system (actually command your men as you look over their shoulders)  Not Buy: Somewhat clunky system Not as great a grand strat as EU4 Poor multiplayer Graphics have lost their touch Less diplomacy than MTW2 ",1,know hours warrant longer time spent reviewing want try help people may teetering trying decide whether buy game buy love period love turnbased strategy love real time strategy love grand strategy great battle system actually command men look shoulders buy somewhat clunky system great grand strat eu poor multiplayer graphics lost touch less diplomacy mtw
"Of course, the whole point of a Doomsday Machine is lost, if you *keep* it a *secret*! Why didn't you tell the world, EH?",1,course whole point doomsday machine lost keep secret didnt tell world eh
I like this game. I kind of reminds me of minecraft but 2d!,1,like game kind reminds minecraft
Awesome turn based shooter!,1,awesome turn based shooter
"I fell in love with this game instantly, from the voice acting to the the artwork, to the music and the storylines. I got this game and even though I've beaten it a few times I am ALWAYS happy to come back and run it again and again.",1,fell love game instantly voice acting artwork music storylines got game even though ive beaten times always happy come back run
The most frustrating games I have played...,1,frustrating games played
"Love this game, the only problem I ever seem to have is corruption and not the good kind. All in all it's a great game which you can put many many hours into. Hopefully in the near future they fix the corruption of files.",1,love game problem ever seem corruption good kind great game put many many hours hopefully near future fix corruption files
"Amazing game, can be beaten eventually, but it will take you over a week of gameplay to, so it is good for a seiries or on and off playing. I love it!",1,amazing game beaten eventually take week gameplay good seiries playing love
"A one-man project that became a cult classic, Cave Story was recently brought to a wider audience through the efforts of Nicalis to reboot this phenomenal game. In doing so, they added several new play modes as well as updated graphics and sound. The core gameplay mechanics remain unchanged, however.  This is easily one of my favorite 2D platformers of all time, with solid mechanics, great music and an unmistakeable visual style. I could go on about technical details, but at the end of the day what sets Cave Story apart is that you can see the care that went into building it. Daisuke Amaya spent five years building every piece of the game by himself and the result is a labor of love that despite a few flaws here and there is very likely to win you over with its charm.  Nobody with even a passing interest in platformers or action adventures should pass this one up. Very few games on Steam offer the same bang for the buck.",1,oneman project became cult classic cave story recently brought wider audience efforts nicalis reboot phenomenal game added several new play modes well updated graphics sound core gameplay mechanics remain unchanged however easily one favorite platformers time solid mechanics great music unmistakeable visual style could go technical details end day sets cave story apart see care went building daisuke amaya spent five years building every piece game result labor love despite flaws likely win charm nobody even passing interest platformers action adventures pass one games steam offer bang buck
"Mass Effect has it's RP, Action, Shooter and Suspense all in equilibrium. Making this by far, my favorite game of all time. Always makes you wonder 'What If I did this instead' , which encourages you to play this game more than once :)",1,mass effect rp action shooter suspense equilibrium making far favorite game time always makes wonder instead encourages play game
I played it a little. Not enough to get into it though.,1,played little enough get though
I like to use this and soon (after i get used to it) im making a film with my friends. defantly worth every non-existing penny,1,like use soon get used im making film friends defantly worth every nonexisting penny
This is the game that got me into RTS so many years ago. 10/10,1,game got rts many years ago
'Legitarally the worst' A quote that was said as we played this game. But it was not directed at the game but one of the players. This game is a ♥♥♥♥ ton of fun and hilarious with friends. And we all bought it for like 1.49 while it was on sale. We each got the money from selling steam cards we did not want so we basically got it for free .     11/10,1,legitarally worst quote said played game directed game one players game ton fun hilarious friends bought like sale got money selling steam cards want basically got free
"very good  Update :  Well looking back when I bought it it was just a better than average early access game. NOW it's the best value for money game out there that has fun co-op, dinos, jetpacks, lightsabers, mechs, cosmetics and it's price is only like less that 1Euro (about I 0.75 I think).  Must buy.  Also shout-out to the devs for giving me free points for skins.",1,good update well looking back bought better average early access game best value money game fun coop dinos jetpacks lightsabers mechs cosmetics price like less euro think must buy also shoutout devs giving free points skins
"This game is seriously fun with friends and by yourself... I have played until I have beaten(All armor tiers, bosses, etc.) probably 6 times and I still go back for more! I think it steals your soul or something when you buy it..",1,game seriously fun friends played beatenall armor tiers bosses etc probably times still go back think steals soul something buy
its amazing like dayz without zombies ,1,amazing like dayz without zombies
"Genuinely, I think this is a good game. For those of you who saw the 'mixed' rating on this game, here are some first hand pros and cons I encountered during only one match of the game.  PROS:  o It is very good considering it is a free game. o Good inventory system. o No lag. o Nice amount of maps. o Creativity with maps. o Detailed descriptions of pretty much everything. o Intense gameplay, even if 2v2 matches on small maps.  CONS:  o Hackers. o Weird movement system. o Expiring date on items  Thats about it. All the haters out there on this game, just think. Its free, stop complaining.",1,genuinely think good game saw mixed rating game first hand pros cons encountered one match game pros good considering free game good inventory system lag nice amount maps creativity maps detailed descriptions pretty much everything intense gameplay even v matches small maps cons hackers weird movement system expiring date items thats haters game think free stop complaining
Its like TF2 but a MOBA.,1,like tf moba
"Surprisingly good visual graphics, and extremely fast paced multiplayer. when you've got friends to play with, that's when you taste the true depth of entertainment in this game!.. Experience distinctly new and thrilling first person gameplay as you survive, hunt and prey in the deadly jungles and swamps surrounding the damned colony of Freya’s Prospect.  It's hard to see myself playing the campaigns after I completed them but the multiplayer on the other hand was very much addictive with variety of modes to play with, such as survival mode which reminds me of nazi zombies in a way, except ONCE YOU DIE THERE IS NO RESPAWN!  In overall I give 7/10 the graphics of AvP just gave me such a good impression!",1,surprisingly good visual graphics extremely fast paced multiplayer youve got friends play thats taste true depth entertainment game experience distinctly new thrilling first person gameplay survive hunt prey deadly jungles swamps surrounding damned colony freyas prospect hard see playing campaigns completed multiplayer hand much addictive variety modes play survival mode reminds nazi zombies way except die respawn overall give graphics avp gave good impression
"PROS -Dismemberment is a welcome alternative to throwing tons of ammo at enemies -Weapon upgrade system allows you to customize your play style to some extent -Atmosphere is suitably creepy -Story is rather well told ...  CONS -... but not particularly original -Level flow is 'fetch quest'/'colored key' based -Scares become fairly predictable after a while -Not much AI to speak of, so you can use the same tactics for most enemies -Final boss is a massive let down  OVERALL Though it lost some of its initial intensity towards the end, the atmosphere and the feel and customizability of the combat made the overall experience an enjoyable one for me.",1,pros dismemberment welcome alternative throwing tons ammo enemies weapon upgrade system allows customize play style extent atmosphere suitably creepy story rather well told cons particularly original level flow fetch questcolored key based scares become fairly predictable much ai speak use tactics enemies final boss massive let overall though lost initial intensity towards end atmosphere feel customizability combat made overall experience enjoyable one
Is fun i hit things wit sticks ,1,fun hit things wit sticks
An awesome remake of the old series. I miss the ability to build more bases though.,1,awesome remake old series miss ability build bases though
This game is really fun! It's got an amazing soundtrack and a really good story for a game like this. A great game for a little fun if your bored!,1,game really fun got amazing soundtrack really good story game like great game little fun bored
"One of the first, decent mods I ever played for HL2.",1,one first decent mods ever played hl
You need to get the game if you like zombies and monsters,1,need get game like zombies monsters
"Was worth my 19c even if I only played it for like 12 minutes, but yeh its a preety nice game with intense music playing in the backround that just makes ur armpits cry smelly tears.",1,worth c even played like minutes yeh preety nice game intense music playing backround makes ur armpits cry smelly tears
"If you like LeftForDead you gotta love KillingFloor (or vise versa). This is an awesome shooter where you get to pop the heads of specimens as an mercinary. You get to choose a class (changeble per round) whitch boost class specific stats. Spend your money for better weapons etc per game. It has no campaign, just lots of levels for single/multiplayer for lots of fun.",1,like leftfordead gotta love killingfloor vise versa awesome shooter get pop heads specimens mercinary get choose class changeble per round whitch boost class specific stats spend money better weapons etc per game campaign lots levels singlemultiplayer lots fun
How can one game be so dark and yet in such a captivating beauty. This games will not be forgotten in time.,1,one game dark yet captivating beauty games forgotten time
"This game is all about the story. You'll play the game to hear the story and you'll finish it to see how it ends. The Narrator is so fantastic that he is an actual element to the gameplay. You don't just sit and watch cinemas in this game, you are turning the page of a book with every step you take.  Well...not   every   step, but you get the idea.",1,game story youll play game hear story youll finish see ends narrator fantastic actual element gameplay dont sit watch cinemas game turning page book every step take wellnot every step get idea
One of The BEST RPGs I've ever played,1,one best rpgs ive ever played
I recommand this game a whole bunch :3 ,1,recommand game whole bunch
Must buy if you like a good challange !,1,must buy like good challange
"Shape-shift, jump building to building, slice and dice, smash and bash, infiltrate and investigate, deploy and destroy, consume and assume, and plainly annihilate. Prototype has it all.  Feel like a god.",1,shapeshift jump building building slice dice smash bash infiltrate investigate deploy destroy consume assume plainly annihilate prototype feel like god
"1st Playthrough is Magical and is full of fun mechanics 2nd Playthrough is a bit slower as you kinda know what happens and fun of mechanics wearing off 3rd Playthrough your really starting to get bored after just leaving the Forest and you end up dropping it Great for first play, terrible for replay value in my op 7/10",1,st playthrough magical full fun mechanics nd playthrough bit slower kinda know happens fun mechanics wearing rd playthrough really starting get bored leaving forest end dropping great first play terrible replay value op
"Another hit 'just-one-more-turn' game from Firaxis. Great graphics, great presentation, and fun customization. A must play for anyone that is a fan of sci-fi, turn-based strategy, and military/tactical games.",1,another hit justonemoreturn game firaxis great graphics great presentation fun customization must play anyone fan scifi turnbased strategy militarytactical games
crazy zombie gore fest. an upgrade from cod zombies. it gets a little stale after a while to me though.,1,crazy zombie gore fest upgrade cod zombies gets little stale though
" This  is the most played game in my library? Guess that speaks for itself, then. And it still keeps updating with new features, it's amazing.",1,played game library guess speaks still keeps updating new features amazing
"It was about time I re-wrote my review after much more gameplay. Terraria is a wonderful, quirky, complex sandbox game. The controls are simple but responsive with unique worlds genuinely calling to be explored and pillaged.  There are enough crafting elements to keep you striving for upgrade perfection, but it's not so much of a slog that you get bored. It takes you back to a child-like sense of play, gathering supplies, building safehouses in the middle of enemy infested wilderness.  A game you can return to when the mood takes you.",1,time rewrote review much gameplay terraria wonderful quirky complex sandbox game controls simple responsive unique worlds genuinely calling explored pillaged enough crafting elements keep striving upgrade perfection much slog get bored takes back childlike sense play gathering supplies building safehouses middle enemy infested wilderness game return mood takes
"Probably the most enjoyable game too play with friends in my opinion, 10/10",1,probably enjoyable game play friends opinion
"If you buy this game purely to listen to the story narrate as you play it, you've done the right thing!",1,buy game purely listen story narrate play youve done right thing
I like this very much!,1,like much
Good game. Gets boring at the end but the adventure is totally worth it.,1,good game gets boring end adventure totally worth
Pew pew. Chop chop. Don't get stuck trying to jump over a fallen over chair...,1,pew pew chop chop dont get stuck trying jump fallen chair
10/10 Love/hate relationship and she is abusing me,1,lovehate relationship abusing
Do things Make crud that took forever Never get a saxxy 10/10,1,things make crud took forever never get saxxy
"It's complicated and setting up for multiplayer isn't as simple as an in game option, but if you know what you are doing or you like to experiment, this game is bomb. ",1,complicated setting multiplayer isnt simple game option know like experiment game bomb
"Well, it is a Tribes game, it is fun to play, it is free. If you like fast fps action with quite some teamwork, try it out. Only problems are that it is not at all optimised and that I could bet that HiRez will just ♥♥♥♥ it up, they have a talent for that.",1,well tribes game fun play free like fast fps action quite teamwork try problems optimised could bet hirez talent
split screen racing is a plus. game play is enjoyable. DLC is confussing to the point I gave up on trying to buy it. biggest complaint is that the menu screen uses slow moving vertical lines which even with anti alliasing up all the way are barely tolerable. the car graphics and track graphics are amazing. it looks great in 4k but until hdmi2.0 graphics cards come out the 30htz refresh rate is unbareable. overall 87/100,1,split screen racing plus game play enjoyable dlc confussing point gave trying buy biggest complaint menu screen uses slow moving vertical lines even anti alliasing way barely tolerable car graphics track graphics amazing looks great k hdmi graphics cards come htz refresh rate unbareable overall
"Great game when you have alot of time to put into it, would defenilty recommend it if you like tactical games.",1,great game alot time put would defenilty recommend like tactical games
I got hit by a zombie two times and I did nazi that coming. 10/10,1,got hit zombie two times nazi coming
I am usually a negetive nancy but I LOVE THIS SOOO MUCH!!!,1,usually negetive nancy love sooo much
"Avadon: The Black Fortress is a fine modern RPG made in the old-school style. Except better: no swapping floppy disks or CDs! But it makes me a little sad to say that it feels like a chore to play.   Visually, Avadon exists in a 1995 timewarp: Better looking than the SSI 'Gold Box' D&amp;D RPGs, but not as nice as the Baldur's Gate era games from Bioware/Black Isle.   But Avadon isn't so concerned about appearances. What makes this old-looking game work in 2013 is how fluid the experience is. It looks dated, but it streamlines gameplay, and adds modern features like skill trees, and the ability to scale the game difficulty if you want to move more quickly through the game's difficult bits. And your character speeds around the screen! No more waiting as your party trudges around the map; this game respects your time, as your characters hustle around in loose formation.  But this fast game pace brings me to the part that I don't like. Avadon is big on prose, like RPGs used to be. Avadon makes up for its stick-figure graphics by providing rich, descriptive storytelling. There's a lot of reading to be done, and no voice acting. So far, so good.  But in Avadon, your character moves so quickly from encounter to encounter, you find yourself reading constantly. There's no break. It's like reading a book. Frankly, I find myself resenting how much reading this game is asking me to do. And I kept nodding off as I was playing.  Baldur's Gate was probably a 80 hour game. Avadon makes me wonder how much of that time was just trudging around on the screen, revealing the dark parts. Walking from place to place. The pace was slow, but maybe that was an intentional break from all the reading we were asked to do back then. Walk a little, fight a little, walk a little, read a little. In Avadon, it feels like read-run-read-run-read-run. So... much... reading.  I recommend Avadon, because I respect how fine of a job Spiderweb has done to streamline old game mechanics, while still maintaining a flavorful, old-school feeling. And the story's good! But bring your spectacles; you're going to be doing a lot of reading as you play.  On a related note, I recently purchased a pack of classic Bioware RPGs from  GOG.com . I plan to go back and finish the games from that era that I never played -- Baldur's Gate 2, Icewind Dale. I look forward to seeing how I feel about playing these games 15 years later. Will the pacing feel better than Avadon? Stay tuned to find out.",1,avadon black fortress fine modern rpg made oldschool style except better swapping floppy disks cds makes little sad say feels like chore play visually avadon exists timewarp better looking ssi gold box dampd rpgs nice baldurs gate era games biowareblack isle avadon isnt concerned appearances makes oldlooking game work fluid experience looks dated streamlines gameplay adds modern features like skill trees ability scale game difficulty want move quickly games difficult bits character speeds around screen waiting party trudges around map game respects time characters hustle around loose formation fast game pace brings part dont like avadon big prose like rpgs used avadon makes stickfigure graphics providing rich descriptive storytelling theres lot reading done voice acting far good avadon character moves quickly encounter encounter find reading constantly theres break like reading book frankly find resenting much reading game asking kept nodding playing baldurs gate probably hour game avadon makes wonder much time trudging around screen revealing dark parts walking place place pace slow maybe intentional break reading asked back walk little fight little walk little read little avadon feels like readrunreadrunreadrun much reading recommend avadon respect fine job spiderweb done streamline old game mechanics still maintaining flavorful oldschool feeling storys good bring spectacles youre going lot reading play related note recently purchased pack classic bioware rpgs gogcom plan go back finish games era never played baldurs gate icewind dale look forward seeing feel playing games years later pacing feel better avadon stay tuned find
i cant get in the game i do not know how to ,1,cant get game know
Fun with friends but they need servers for MP,1,fun friends need servers mp
i really like the mohawk hair but the part thats bad is the fishing cheives,1,really like mohawk hair part thats bad fishing cheives
You can be a small dinosaur 100000000000/10,1,small dinosaur
EPIC game brah. bought this many time to give it away xDD,1,epic game brah bought many time give away xdd
"For its time, it was great. I still remember the first time I played this game at my friend's place with 5.1 surounding, you can tell moves by only hearing that was amazing. not to mention the bullet time and even funnier mods. but for today, I played it again, I have to force myself to get over the final 2 chapter to finish the game. a bit boring. still recommend a try.",1,time great still remember first time played game friends place surounding tell moves hearing amazing mention bullet time even funnier mods today played force get final chapter finish game bit boring still recommend try
A legendary game. Don't play the expansion.,1,legendary game dont play expansion
"Never have losing troops been so fun! Oh wait, it isn´t. But killing aliens is rather, amusing.",1,never losing troops fun oh wait isnt killing aliens rather amusing
"Terraria is 2D game which is surprsingly very sucessful. And one of the best games i ever played so far. I can say it from my own experience, because I played this game already for 330 hours, and I never get bored when i start from the beggining, and so that's one of the biggest positives of the game - it's highly replayable. Trust me in this. You can do so much things in this game - fight insane bosses, dig your way to the underworld, explore, loot, kill annoying slimes, pretty much anything you can think of. The world is big enough, you can choose betwenn Small, Medium or Large. Anyway, it will take you time to explore whole world. I guess that there's nothing more to say here. This game is highly worth it.",1,terraria game surprsingly sucessful one best games ever played far say experience played game already hours never get bored start beggining thats one biggest positives game highly replayable trust much things game fight insane bosses dig way underworld explore loot kill annoying slimes pretty much anything think world big enough choose betwenn small medium large anyway take time explore whole world guess theres nothing say game highly worth
"F.E.A.R. 2 is good extension of F.E.A.R. it has all the same strengths: atmosphere/art style, gun play, and bullet time. It is just missing a visit from Cheeto man. The DLC is also really good. 9/10 buy if you liked F.E.A.R.",1,fear good extension fear strengths atmosphereart style gun play bullet time missing visit cheeto man dlc also really good buy liked fear
"It's on the tip of my tongue, but this game reminds me of an awesome game I used to play...  Wait a minute, it's all of them!  TBoI is a great game, for reasons that are probably already known.  I'm just going to say one thing. I finally got to feel that feeling of anxiety fighting that final boss and winning. It was really a 'BOOYA!' moment. Not saying I'm sick of having infinite lives, but the hype was really there, and that's truly something I wont forget. Thumbs up.",1,tip tongue game reminds awesome game used play wait minute tboi great game reasons probably already known im going say one thing finally got feel feeling anxiety fighting final boss winning really booya moment saying im sick infinite lives hype really thats truly something wont forget thumbs
The game that introduced Bullet Time to the PC... It's very Noir and very bent.,1,game introduced bullet time pc noir bent
"This game grips me from the beggining to the end. A very good plot for a detective game and provides a very solid gameplay. the only con that I can think of is the lack of focus on the action part but that's just my personal opinion coming from other action games. I'd give this an 9/10, this game is worth every penny you spent on, buy it while it's still on sale",1,game grips beggining end good plot detective game provides solid gameplay con think lack focus action part thats personal opinion coming action games id give game worth every penny spent buy still sale
"Buy game, play game, still fun after 1000 hours",1,buy game play game still fun hours
"Smooth yet stable engine, really useful for people who don't want to make mass animation edits.",1,smooth yet stable engine really useful people dont want make mass animation edits
This game was 11/10 and now my favorite game I've ever played. It's a must have !,1,game favorite game ive ever played must
