review_text,review_score,filtered_review_text
Custom zombies dominate this game and that is a good thing,1,custom zombies dominate game good thing
this game is simply great and skill based the problem though is that most people who still play it are super experts litterly shooting through walls and kiling you when you spawn also the population is not to high but still there for the price i think it's worth a buy,1,game simply great skill based problem though people still play super experts litterly shooting walls kiling spawn also population high still price think worth buy
"This game is still fun, still playable. Years go by, we get older, but not this game. Will recomend this game in future aswell",1,game still fun still playable years go get older game recomend game future aswell
Best game ever! Especially custom zombies ,1,best game ever especially custom zombies
"Old school, memories, deagle, no op five seven or tec 9, just rexal",1,old school memories deagle op five seven tec rexal
"First non-Valve game on Steam. Bought it when it came out, the dedicated MP servers are long gone but it's worth a play co-op, single player or tunngle/hamachi multiplayer.. worth it just for the cutscenes, theme song and style.. p.s. you can edit the theme song too, change the channels, levels, pitch etc.. funky.",1,first nonvalve game steam bought came dedicated mp servers long gone worth play coop single player tunnglehamachi multiplayer worth cutscenes theme song style ps edit theme song change channels levels pitch etc funky
Old school player ! Love this game.,1,old school player love game
probably the best game I have ever played with all the mods you can get there is no better buy out there.,1,probably best game ever played mods get better buy
fancy fance man,1,fancy fance man
got it for custom zombies. downloaded 137 maps,1,got custom zombies downloaded maps
"This year , 99 is make a best Multyplayer shooter ever , realy , good job VALVE ! :D",1,year make best multyplayer shooter ever realy good job valve
the best game of century!!!!!!!!!!!!,1,best game century
"After so many years the game is still playable and enjoyable, it's one of the first most competitive fps game that I known and it still have pretty good player base.",1,many years game still playable enjoyable one first competitive fps game known still pretty good player base
Bal is gud,1,bal gud
Here was my childhood went.,1,childhood went
"My all time favorite CoD. The multiplayer is hit and miss, but there are some really popular servers out there. The zombies is the best part of the game, with all the custom maps, which there are hundreds of them. A+",1,time favorite cod multiplayer hit miss really popular servers zombies best part game custom maps hundreds
a good game to enjoy with all your friends.,1,good game enjoy friends
get this game so me and u can play custion zombie,1,get game u play custion zombie
best COD story IMO worth a buy for the single player!,1,best cod story imo worth buy single player
  fun with co op Zombies,1,fun co op zombies
No words can describe this amazing game.....,1,words describe amazing game
"I love this ♥♥♥♥ing game! Excellent campaign, multiplayer isn't exactly overwhelming though. But zombies is just sooooo good! The Custom maps are insane. Buy now!",1,love ing game excellent campaign multiplayer isnt exactly overwhelming though zombies sooooo good custom maps insane buy
"This is one of the Call Of Duty games that are actually different from the others with story and machanics, now most are too similar looking and boring. But this game is the one that got me into the Call Of Duty francise. 10/10",1,one call duty games actually different others story machanics similar looking boring game one got call duty francise
"Its good and all but.... Alright this happened on mw2 and This game. My graphics WERE fine until suddenly I can see pixels like crazy... If anyone has a fix msg me but otherwise I love this, I grew up on ps2 and medal of honor and classic call of duty's and this one is the best cod game in my opinio! ",1,good alright happened mw game graphics fine suddenly see pixels like crazy anyone fix msg otherwise love grew ps medal honor classic call dutys one best cod game opinio
A must have classic.,1,must classic
What was probably considered then to be the definitive shooter it has now become a boring somewhat empty game with either pros or trolls. 6/10,-1,probably considered definitive shooter become boring somewhat empty game either pros trolls
"This game is dated, yes, but holy hell. The campaign is amazing! The many things that happen always keeping you on your feet and the many things you have to do as well! The characters are loveable in some way, whether it's how evil, how good, or just how funny. ZOMBIES! A REALLY good new gamemode! As much as I love the newer CoD's and their Zombies, I love WaW the most. It's scary at times, keeps you on your feet, makes you plan strategically, and all together, a VERY fun gamemode. The fun in zombies is only TRIPLED by the many maps you can get from the community! It's surprising they haven't allowed this for the other CoD games that have zombies, it'd be a blast! Plus, there are some great ideas out there that really work! The multiplayer, however, is.....another story. There's hackers everywhere, barely anyone plays it anymore, modders around every corner- BASICALLY! Stay away from Multiplayer. Omitting the Multiplayer, this game is very good and I would recommend it to anyone. 8/10 Would play for years",1,game dated yes holy hell campaign amazing many things happen always keeping feet many things well characters loveable way whether evil good funny zombies really good new gamemode much love newer cods zombies love waw scary times keeps feet makes plan strategically together fun gamemode fun zombies tripled many maps get community surprising havent allowed cod games zombies itd blast plus great ideas really work multiplayer however isanother story theres hackers everywhere barely anyone plays anymore modders around every corner basically stay away multiplayer omitting multiplayer game good would recommend anyone would play years
THE BEST GAME FOREVER im play this game since 2003,1,best game forever im play game since
best ever - classic,1,best ever classic
"it was fun to play, and i like zombies the most",1,fun play like zombies
yes it is a good game with lots of god things ,1,yes good game lots god things
"HELLo?????????????  where am i???  scary soldier dude: ur in world war 2 my friend, welcome to the front line of japan!!   soldier: sorry im a weabo i cant fight against japan  scary soldier guy: ok sory   ♥♥♥♥♥♥♥♥ soldier : : thansx ;0",1,hello scary soldier dude ur world war friend welcome front line japan soldier sorry im weabo cant fight japan scary soldier guy ok sory soldier thansx
"Fantastic game  This is one of my faveroute games, mainly because of the zombies",1,fantastic game one faveroute games mainly zombies
This game is really cool you can never get board because of the easy to play custom zombies! ,1,game really cool never get board easy play custom zombies
"Grab your MP5, a smoke grenade, your K-bar and a flash bang. You've got work to do!  A Classic never dies!!",1,grab mp smoke grenade kbar flash bang youve got work classic never dies
"Yes, this is a FPS game with a good concept and has reached 16 years of the 'establishment''s. I hope to go on long before!",1,yes fps game good concept reached years establishments hope go long
Great old Game. Classic.,1,great old game classic
This game is an amazing game! You can play Custom zombies aswell as the 4 original zombie maps. 10/10,1,game amazing game play custom zombies aswell original zombie maps
"old school , old game , recomaneded !",1,old school old game recomaneded
bad file consistency a rha h cnt play :/,1,bad file consistency rha h cnt play
I never played a better first person shooter.,1,never played better first person shooter
"Of course, very good game, only writing this to increase amount of positive reviews.",1,course good game writing increase amount positive reviews
used to be great but waaaaayyyy too many cheaters now...............unfortunately,1,used great waaaaayyyy many cheaters nowunfortunately
"played this game for many years throughout high school, well before steam came into the picture! classic favorite!",1,played game many years throughout high school well steam came picture classic favorite
"9/10.The last good COD in my opinion.Bug free, polished, and has awesome multiplayer.",1,last good cod opinionbug free polished awesome multiplayer
worth the money,1,worth money
Counter Strike rocks! its the only game I can hop on and jump right into action in 5 minutes.,1,counter strike rocks game hop jump right action minutes
Will stay the best tactical multiplayer game for ever. 10/10  BEST GAME EVER.,1,stay best tactical multiplayer game ever best game ever
"Counter-Strike, this one also known as Counter-Strike 1.6, is a team-based multiplayer realistical/military shooter. And a very well known one at that. It was first available as a free mod for Half-Life 1, being patched regulary up to version 1.6, until recently it got it's way onto Steam, as a serapately sold title.  So, how is the player base? Counter-strike 1.6, being popular self, has an active player base. You will see many servers, up to 32 players. At very least there are many Russian servers, as it had a cult following over there, can't really see past them. On bad side, most seems to prefer 'Terrorist plant C4' mode and then De_Dust2 is the most played map. A lot of servers run small mods, that may alter balance or other small things. And most of it, playerbase had a lot of time to play and master this game, so new players will be more frustated than having fun learning.  Counter-Strike is a very well known realistical FPS. It gained it's popularity while being free mod for popular Half-Life, because it provided something else what wasn't overused yet - realistical shootouts (using models of real weapons, you know) in team multiplayer. Unforgiving and furious. Or unbalanced and twitchy one-shot kills with headshots. Whichever one you prefer.   Counter-Strike has two types of map. First, 'de', is a mode where counter-terrorists have do defends few market spots on map from terrorist. One of the terrorists spawns with C4 in inventrory and has to bring it to one of the marked spots to plant it adn start to countdown of T's victory. Roles change as Terrorists will have now to defend this place from CTs, who's aim now are to defuse the bomb, in which case CTs will win the round, no matter how many more Ts are left. Pretty interesting mode and most played, otherwise this game would have been camping fest. And if one site is too well defended, Ts can go to another one. And then there is a second type, 'cs', in which CTs have to to rescue hostages by bringing them back to base. The problem there, is that hostage NPCs aren't perfect (though good enough) and since CTs have to rescue them all, Terrorist can camp in one of the spots around them, since CTs will have no choice but to come to win. Much less played and even if it does, it goes like your everyday Team Deathmatch, just killing all of opposite team. Much simpler anyway.  Now, the core gameplay... There are few rounds. Each round starts with each team spawning on their side of map. There is no respawning during round, once person is dead he is out, so you will have to worry much more about getting insta-killed. There are no items placed on map itself either (on correct, official maps), no kind of medikits. In spawn place, you have 15 seconds to press 'b' button (or whichever you set) to bring up 'buy menu', where you purchase weapons and equipment for the round witht he money that you earned so far. Yep, when round ends everybody gets some sum of money to spend, with winning team getting more, an ingenius design decision that helps losing team to get steamrolled even harder. What you can buy there is a pistol, primary weapon and any of the equipment. (Yep, if it doesn't smell like prototype of modern military shooters) Once past purchase screen, you are free to run and shoot. And here comes the art of recoil and aiming. For you see, one of the more important thing that is used in this game is accuaricy of your weapon. If you move it drops. if you jump, it drops. It drops while you are shooting too. Thus it becomes more importanly to get good position, making assaults more compilated, and you often have to relearn to shoot, making few clicks instead of just holding down mouse button. You will have to be often walking instead of running, to keep accuaricy while moving (it also makes you silent, so do it often), or just stand and crouch sometimes. Burst shooting is better there and for long range targets you want to be just click few times. Another important thing is that you can shoot through some walls with more powerful primary weapons. So don't be surprised for people shooting through door, walls and even just over the corner, it indeed does small damage to whoever is behind. The game also emphasises aiming because it supports headshots and they do a MASSIVE damage. And you also got three kinds of grenades. Explosive (HE), which explodes, good for throwing into chokepoints. Flashbang, which blinds whoever looked at it when it blows for few seconds, quite annoying but good for stroming into room. And Smoke Grenade, when you don't want enemies to see you coming and don't want to be under direct fire, good for open spaces with snipers (who instakill you when you peek around corner). Protip: You run slightly faster with knife out.  And well, while on theory it sounds interesting, as well as empashises teamwork. here comes the downfall of the game. The weapons, while make people with gun fetish happy, are badly balanced around each other. There are just best and bad weapons. From pistols Desert Eagle is the best, they behave as backup when you got no time to reload primary weapon. Shotguns are theorically good for close range but in this game they are useless and Assault Rifles can kill even better at close range. Sub-Machine Guns category had advantage of no accuaricy drops while moving, but are still inferior to Rifles. Rifles category has two best guns: all-range assault rifle like AK-47 and all-range sniper rifle like AWP (which doesn't even require headshot to one-hit kill), exactly what majority of people use. The only Machine Gun is 'pew pew pew can't hit'. And all-range is all-range, random is random. You may run and shoot in general direction of enemy and pull off a headshot from your AK-47 by luck. Or you may walk around corner, thinking of your next grandious tactical plan, just to get headshotted in insta-second by guy with sniper rifle from close range. It's just so full of cheap and frustating, the rage is probably the main thing that keeps players coming back for more, not honest fun, as well as luck of possibly pulling few magical headshots. Slow-down when being hit doesn't seem to be good idea either, making it harder to get away from the choke points. And random spread is not actually random, it just randomly follows one of the pre-set pattern. And yes, if you will learn them, you will be able to control your shooting better and get on top. Exactly what puts apart newbiews and elites, and exactly what elites seem to boast about when they want to say that Counter-Strike 1.6 is the best because it takes more skills and time to learn, with artifical challenges like this one that makes little sense. And well, once you spend your time to learn them, you will still find out on top that it didn't make the game any more amazing.  But you know, it's not too bad. It does teamwork well. Sometimes the game just works. When you work along the team, round the corners and storming the next room, where you follow teammates, supporting each other. Provide covering fire to the corner. When upon entering next place, each one covers his own direction, as some of the rooms just have too many places from which enemies can shoot you (smoke grenade and flashbangs help in these cases). And it's pretty damn nice at those moments, until they get ruined by something stupid, something you don't feel like could be prevented. Yea, getting shot by sniper.  And yes, this game has good enough sounds. No music, sadly. The graphics are quite HL1 high-definition era, but otherwise are fine enough. The levels are a bit of bland though.  Can't really recommend it. Because everybody who will like such games are already playing it. And player base of this game had too much time by now, that they will be just way too skilled for new players, who will just get destroyed and it will take a long time to get onto same level. It's not like there aren't enough military/realistical shooters anyway.",-1,counterstrike one also known counterstrike teambased multiplayer realisticalmilitary shooter well known one first available free mod halflife patched regulary version recently got way onto steam serapately sold title player base counterstrike popular self active player base see many servers players least many russian servers cult following cant really see past bad side seems prefer terrorist plant c mode dedust played map lot servers run small mods may alter balance small things playerbase lot time play master game new players frustated fun learning counterstrike well known realistical fps gained popularity free mod popular halflife provided something else wasnt overused yet realistical shootouts using models real weapons know team multiplayer unforgiving furious unbalanced twitchy oneshot kills headshots whichever one prefer counterstrike two types map first de mode counterterrorists defends market spots map terrorist one terrorists spawns c inventrory bring one marked spots plant adn start countdown ts victory roles change terrorists defend place cts whos aim defuse bomb case cts win round matter many ts left pretty interesting mode played otherwise game would camping fest one site well defended ts go another one second type cs cts rescue hostages bringing back base problem hostage npcs arent perfect though good enough since cts rescue terrorist camp one spots around since cts choice come win much less played even goes like everyday team deathmatch killing opposite team much simpler anyway core gameplay rounds round starts team spawning side map respawning round person dead worry much getting instakilled items placed map either correct official maps kind medikits spawn place seconds press b button whichever set bring buy menu purchase weapons equipment round witht money earned far yep round ends everybody gets sum money spend winning team getting ingenius design decision helps losing team get steamrolled even harder buy pistol primary weapon equipment yep doesnt smell like prototype modern military shooters past purchase screen free run shoot comes art recoil aiming see one important thing used game accuaricy weapon move drops jump drops drops shooting thus becomes importanly get good position making assaults compilated often relearn shoot making clicks instead holding mouse button often walking instead running keep accuaricy moving also makes silent often stand crouch sometimes burst shooting better long range targets want click times another important thing shoot walls powerful primary weapons dont surprised people shooting door walls even corner indeed small damage whoever behind game also emphasises aiming supports headshots massive damage also got three kinds grenades explosive explodes good throwing chokepoints flashbang blinds whoever looked blows seconds quite annoying good stroming room smoke grenade dont want enemies see coming dont want direct fire good open spaces snipers instakill peek around corner protip run slightly faster knife well theory sounds interesting well empashises teamwork comes downfall game weapons make people gun fetish happy badly balanced around best bad weapons pistols desert eagle best behave backup got time reload primary weapon shotguns theorically good close range game useless assault rifles kill even better close range submachine guns category advantage accuaricy drops moving still inferior rifles rifles category two best guns allrange assault rifle like ak allrange sniper rifle like awp doesnt even require headshot onehit kill exactly majority people use machine gun pew pew pew cant hit allrange allrange random random may run shoot general direction enemy pull headshot ak luck may walk around corner thinking next grandious tactical plan get headshotted instasecond guy sniper rifle close range full cheap frustating rage probably main thing keeps players coming back honest fun well luck possibly pulling magical headshots slowdown hit doesnt seem good idea either making harder get away choke points random spread actually random randomly follows one preset pattern yes learn able control shooting better get top exactly puts apart newbiews elites exactly elites seem boast want say counterstrike best takes skills time learn artifical challenges like one makes little sense well spend time learn still find top didnt make game amazing know bad teamwork well sometimes game works work along team round corners storming next room follow teammates supporting provide covering fire corner upon entering next place one covers direction rooms many places enemies shoot smoke grenade flashbangs help cases pretty damn nice moments get ruined something stupid something dont feel like could prevented yea getting shot sniper yes game good enough sounds music sadly graphics quite hl highdefinition era otherwise fine enough levels bit bland though cant really recommend everybody like games already playing player base game much time way skilled new players get destroyed take long time get onto level like arent enough militaryrealistical shooters anyway
World's Number 1 online action game.,1,worlds number online action game
This is a grat game I love the way it was made and it just really made the Call of Duty franchise blossom.,1,grat game love way made really made call duty franchise blossom
Pure classic - you must buy this game if you're a fan of FPS compared with TeamPlay.,1,pure classic must buy game youre fan fps compared teamplay
"This goes without saying, if you care about anything in the past two decades PC gaming related, you're going to play CS.",1,goes without saying care anything past two decades pc gaming related youre going play cs
Really epic game! 2nd Best (After Black Ops 2) In my opinion. The custom zombies is fun and I got introduced to Elena Siegman's epic songs again! So in all its really good!,1,really epic game nd best black ops opinion custom zombies fun got introduced elena siegmans epic songs really good
better than csgo =P,1,better csgo p
CSGO will never move 1.6 !,1,csgo never move
"One of the best cods ive ever played , best thing is the custom maps , I recommend u to download custom maps from  www.zommods.com  ",1,one best cods ive ever played best thing custom maps recommend u download custom maps wwwzommodscom
I love this game it's a wenderfull,1,love game wenderfull
10/10 would shoot a bullet from a silenced rifle through a 6 foot thick concrete wall again,1,would shoot bullet silenced rifle foot thick concrete wall
First game I played. Only game I loved so much.,1,first game played game loved much
Anything after this Call Of Duty is horrible in my opinion. This was the last Call Of Duty that was great in almost all aspects.,1,anything call duty horrible opinion last call duty great almost aspects
"PPSH is too op, don't nerf. You win in multiplayer and in zombies.",1,ppsh op dont nerf win multiplayer zombies
"Exciting, fun, addictive - Counter-Strike is an awesome game, but I'd recommend buying Half-Life Game of the Year Edition then simply downloading CS rather than purchasing this more limited release.Exciting, fun, addictive - Counter-Strike is an awesome game, but I'd recommend buying Half-Life Game of the Year Edition then simply downloading CS rather than purchasing this more limited release.",1,exciting fun addictive counterstrike awesome game id recommend buying halflife game year edition simply downloading cs rather purchasing limited releaseexciting fun addictive counterstrike awesome game id recommend buying halflife game year edition simply downloading cs rather purchasing limited release
"People still play this game, I know the reason why. Buy the game to find out yourself.",1,people still play game know reason buy game find
This is great still servers running 8 years later holy ♥♥♥♥ the xbox and ps3 were ♥♥♥♥ cause da hackers but there are no hackers in this game it is very well protected and I love it!,1,great still servers running years later holy xbox ps cause da hackers hackers game well protected love
fresh,1,fresh
It's game from my child times. Better fps then this you can't find. 10/10,1,game child times better fps cant find
"This is the masterpiece where the nazi zombies mode was found, I've spent incredibly alot hours on the Xbox 360 during the years playing this mode, and now on PC with all these kind of mods, I just love this, solo as co-op.",1,masterpiece nazi zombies mode found ive spent incredibly alot hours xbox years playing mode pc kind mods love solo coop
"Best Maps, Best guns, Best atmosphere, Zombies, Decent campaign  10/10 would shed £10 to relive the WaW days better than ever, multiplayer is popping, and custom zombies + other mods makes it as good now as it ever war (sort of)",1,best maps best guns best atmosphere zombies decent campaign would shed relive waw days better ever multiplayer popping custom zombies mods makes good ever war sort
Play this :p,1,play p
"Only game to play, end of story.",1,game play end story
The most popular game in world :D,1,popular game world
"Cod WaW is IMO one of the best Call of Duty's out there. The game is just so simple, see, aim, fire, where some of the newer games are trying to make this more futuristic. One of the best parts too is Zombies mode which I have always been a fan of, it's again just so simple, with one goal. Survive. Well except Der Riese, but that's beside the point. The point is CoD WaW is one of the best CoD's and it SHOULD NOT BE OVERLOOKED. BUY IT NOW!!",1,cod waw imo one best call dutys game simple see aim fire newer games trying make futuristic one best parts zombies mode always fan simple one goal survive well except der riese thats beside point point cod waw one best cods overlooked buy
"fun, hot man on man action. who cares that it looks terrible.",1,fun hot man man action cares looks terrible
Better than CS:S but the community is much more spread out through servers so it's rare to see a full server. The modding community was also huge because Pawn was a more powerful language than SourcePawn. In CS:S there's a lot of dead servers but also a lot of full servers. Pretty kick ♥♥♥ game.,1,better css community much spread servers rare see full server modding community also huge pawn powerful language sourcepawn css theres lot dead servers also lot full servers pretty kick game
hope you payed attention is spanish class ♥♥♥♥face because english is no longer spoken here  fun tho,1,hope payed attention spanish class face english longer spoken fun tho
This game is LIFE! &lt;3 CS 1.6 forever green !,1,game life lt cs forever green
"Still just as good as when it came out in 2008. Call of Duty World at War is by far my favorite Call of Duty game, especially for the Nazi Zombies. This game revolutionized the way we play zombies and provided an unthinkable amount of hours of gameplay. The Modded Maps are what really keep this game alive and interesting. The player base is still pretty good after all these years and there are hundreds of maps available to download for free. A big shout out to all the map makers out there still making maps, you are what keeps this game going strong. I can't think of much more to say than this, If you enjoy killing zombies and experiencing WW2 Then this game is you for you. I highly recommend buying this game.",1,still good came call duty world war far favorite call duty game especially nazi zombies game revolutionized way play zombies provided unthinkable amount hours gameplay modded maps really keep game alive interesting player base still pretty good years hundreds maps available download free big shout map makers still making maps keeps game going strong cant think much say enjoy killing zombies experiencing ww game highly recommend buying game
"Great game, and the custom zombies make it a ton better to enjoy and play in",1,great game custom zombies make ton better enjoy play
Long played counter :) what to say just CS !,1,long played counter say cs
Better than CS:GO for sure,1,better csgo sure
Good game Sanks Aftor!!!,1,good game sanks aftor
A days and moments to remember all the time ♥♥♥,1,days moments remember time
